Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU05210,6.5,10,8.2,43,3.3,7.3,54.1,Medium
STU05211,4.9,0,8.7,85,1.2,3.2,26.2,Low
STU05212,5.9,1,8.9,98,4.1,7.0,33.2,Low
STU05213,8.8,10,8.9,46,4.1,6.3,43.3,Medium
STU05214,6.9,10,11.3,79,4.6,5.5,52.2,Medium
STU05215,6.1,4,8.3,79,5.9,5.5,45.0,Medium
STU05216,5.9,2,2.4,55,1.3,4.2,21.9,Low
STU05217,8.9,15,9.2,53,2.4,1.8,47.8,Medium
STU05218,5.6,14,11.3,71,6.3,4.6,57.9,Medium
STU05219,8.1,4,1.5,77,6.2,1.4,27.1,Low
STU05220,4.1,14,11.4,44,7.5,6.4,74.9,High
STU05221,3.6,7,4.6,53,9.3,3.0,50.7,Medium
STU05222,3.8,4,1.8,53,3.0,5.1,31.5,Low
STU05223,3.6,6,10.8,46,5.8,4.5,54.2,Medium
STU05224,4.5,8,8.4,79,9.3,4.3,51.6,Medium
STU05225,5.5,10,9.8,83,0.9,7.1,42.8,Medium
STU05226,6.3,14,5.5,69,7.7,6.1,59.3,Medium
STU05227,6.7,5,10.1,88,3.7,3.3,37.9,Medium
STU05228,9.0,10,3.3,94,3.5,1.9,30.2,Low
STU05229,6.7,6,6.8,80,2.7,1.2,27.9,Low
STU05230,4.8,4,1.3,100,1.1,1.2,17.6,Low
STU05231,4.1,11,10.8,91,2.6,6.8,50.6,Medium
STU05232,5.0,1,11.1,61,5.7,3.3,45.6,Medium
STU05233,6.9,8,6.0,91,2.0,7.6,36.7,Medium
STU05234,6.8,9,4.1,51,2.6,4.5,40.0,Medium
STU05235,6.2,15,3.2,52,0.8,4.6,41.4,Medium
STU05236,7.2,4,2.1,96,1.6,4.1,25.2,Low
STU05237,6.4,1,9.2,61,9.6,4.0,44.0,Medium
STU05238,8.8,13,10.5,99,6.1,4.6,48.7,Medium
STU05239,5.7,5,8.5,85,9.2,5.8,51.8,Medium
STU05240,9.5,1,8.7,46,3.2,3.8,25.5,Low
STU05241,5.9,3,7.3,49,6.3,4.7,42.1,Medium
STU05242,5.0,11,3.7,70,6.9,1.9,44.0,Medium
STU05243,8.7,0,7.5,98,3.3,7.4,24.9,Low
STU05244,4.0,5,1.8,48,8.9,3.0,38.4,Medium
STU05245,5.2,14,1.7,45,5.5,1.8,47.8,Medium
STU05246,7.6,5,10.3,70,5.5,2.2,40.6,Medium
STU05247,5.3,3,7.4,93,9.9,6.0,41.7,Medium
STU05248,3.8,9,4.4,92,2.0,2.0,37.3,Medium
STU05249,5.1,11,9.9,91,7.8,3.2,55.7,Medium
STU05250,7.9,9,11.9,83,9.4,6.6,52.1,Medium
STU05251,7.2,3,9.8,68,8.4,4.2,42.5,Medium
STU05252,9.1,1,1.8,72,4.1,4.7,18.5,Low
STU05253,5.9,15,8.5,74,4.9,4.7,51.6,Medium
STU05254,4.2,4,11.6,78,1.6,2.0,37.3,Medium
STU05255,4.5,7,3.5,83,8.1,4.5,47.0,Medium
STU05256,6.5,4,6.7,69,1.8,2.8,30.2,Low
STU05257,5.6,10,1.3,46,9.7,4.1,47.9,Medium
STU05258,6.1,0,1.6,43,1.8,6.3,29.0,Low
STU05259,7.7,11,9.4,51,4.4,1.0,49.6,Medium
STU05260,8.1,7,7.9,86,6.1,1.7,37.0,Medium
STU05261,7.9,12,11.7,95,7.9,2.4,50.5,Medium
STU05262,5.5,14,3.6,88,1.2,2.5,39.2,Medium
STU05263,7.7,13,4.8,41,9.6,0.6,50.9,Medium
STU05264,6.2,14,1.6,48,8.7,2.0,51.8,Medium
STU05265,6.7,14,8.5,85,9.7,6.7,60.9,Medium
STU05266,8.5,0,7.9,82,2.6,7.8,32.2,Low
STU05267,7.2,1,3.8,65,8.2,2.5,25.8,Low
STU05268,3.5,1,4.8,95,4.9,3.2,33.4,Low
STU05269,5.4,1,1.5,90,5.3,6.6,25.6,Low
STU05270,3.8,0,11.3,69,2.7,3.8,36.6,Medium
STU05271,9.1,5,7.6,98,5.7,1.3,30.2,Low
STU05272,6.2,5,10.1,100,8.9,2.5,40.8,Medium
STU05273,7.5,5,2.7,74,7.0,1.0,31.8,Low
STU05274,4.5,4,3.9,80,3.0,7.3,33.6,Low
STU05275,5.4,7,7.6,80,8.4,1.8,42.8,Medium
STU05276,6.6,8,5.8,89,1.8,7.4,34.1,Low
STU05277,7.6,12,11.9,61,2.7,5.9,54.9,Medium
STU05278,5.0,4,2.1,76,9.7,5.6,43.6,Medium
STU05279,6.7,7,1.7,57,1.0,1.4,29.6,Low
STU05280,8.4,10,4.3,78,3.6,7.4,39.9,Medium
STU05281,5.7,15,1.4,75,5.9,4.0,52.8,Medium
STU05282,6.7,7,8.7,53,4.0,0.8,35.9,Medium
STU05283,5.1,4,8.1,91,7.7,4.6,39.8,Medium
STU05284,6.9,3,8.2,55,1.5,5.1,35.5,Medium
STU05285,6.6,7,11.8,80,1.9,7.4,48.2,Medium
STU05286,7.3,0,6.2,93,7.3,3.7,31.9,Low
STU05287,3.7,5,11.5,92,4.6,0.7,42.2,Medium
STU05288,4.3,0,2.2,55,6.4,6.3,31.6,Low
STU05289,5.1,2,5.0,47,3.6,6.5,40.4,Medium
STU05290,5.5,7,5.0,94,1.7,0.8,32.5,Low
STU05291,6.3,15,12.0,46,4.2,1.5,61.9,Medium
STU05292,8.9,7,3.2,49,9.1,0.7,40.9,Medium
STU05293,3.7,1,4.5,43,3.4,7.0,43.8,Medium
STU05294,5.6,7,9.4,48,7.5,2.6,52.5,Medium
STU05295,6.1,12,3.8,73,2.3,5.5,39.4,Medium
STU05296,7.8,7,9.8,95,6.3,5.1,45.1,Medium
STU05297,4.5,3,9.3,47,7.8,7.7,52.5,Medium
STU05298,4.6,2,7.6,76,7.7,5.5,42.3,Medium
STU05299,7.5,10,2.2,79,8.8,7.6,47.5,Medium
STU05300,4.4,12,4.6,78,6.3,7.9,51.1,Medium
STU05301,7.4,1,3.2,92,5.3,7.0,26.5,Low
STU05302,3.5,9,5.6,84,2.9,6.8,44.9,Medium
STU05303,9.0,15,7.3,77,8.3,4.5,53.1,Medium
STU05304,8.5,0,3.5,86,8.8,2.1,22.6,Low
STU05305,6.1,6,5.6,81,4.1,1.7,32.9,Low
STU05306,4.4,14,10.7,59,2.5,4.9,56.0,Medium
STU05307,5.7,10,7.7,82,3.9,3.8,43.9,Medium
STU05308,4.3,0,5.6,44,1.2,1.5,24.8,Low
STU05309,8.8,12,1.9,100,2.6,7.3,35.8,Medium
STU05310,6.9,13,9.5,61,9.7,4.3,62.1,Medium
STU05311,5.4,6,11.3,99,2.8,4.2,44.3,Medium
STU05312,4.6,9,4.1,100,4.1,5.9,38.5,Medium
STU05313,5.5,9,1.7,53,6.0,7.0,43.4,Medium
STU05314,6.1,10,2.8,53,0.6,2.8,40.0,Medium
STU05315,3.6,12,2.8,96,6.8,5.5,51.7,Medium
STU05316,8.5,11,2.9,43,6.4,3.1,42.2,Medium
STU05317,8.7,8,2.7,45,2.5,6.1,33.4,Low
STU05318,7.5,13,6.0,93,3.7,7.1,46.8,Medium
STU05319,5.5,4,7.0,86,9.3,5.6,48.2,Medium
STU05320,6.5,0,3.6,75,2.3,1.4,17.5,Low
STU05321,4.5,10,6.6,83,9.5,1.3,51.4,Medium
STU05322,5.9,11,2.2,43,5.2,4.1,41.5,Medium
STU05323,6.7,13,2.7,49,4.4,4.3,45.1,Medium
STU05324,5.2,8,2.5,54,8.8,2.1,39.8,Medium
STU05325,6.0,6,3.2,47,2.9,2.4,32.3,Low
STU05326,4.6,5,7.0,74,3.4,5.0,40.9,Medium
STU05327,3.9,8,6.7,92,8.6,0.7,45.3,Medium
STU05328,4.4,4,11.1,100,4.9,6.3,48.2,Medium
STU05329,5.1,11,7.5,45,0.5,1.4,42.8,Medium
STU05330,4.6,2,8.4,65,2.3,2.1,29.5,Low
STU05331,8.6,1,3.8,65,7.9,3.0,26.6,Low
STU05332,5.1,6,3.3,62,4.7,7.6,41.3,Medium
STU05333,5.6,7,3.1,97,2.7,2.2,30.2,Low
STU05334,9.4,11,11.8,76,6.4,2.5,47.2,Medium
STU05335,5.5,5,6.0,89,5.1,7.9,43.3,Medium
STU05336,5.8,1,6.7,93,5.2,2.3,31.1,Low
STU05337,7.5,2,2.1,85,3.9,4.9,20.0,Low
STU05338,7.3,3,4.1,83,4.3,5.3,26.3,Low
STU05339,6.3,3,3.9,69,5.0,1.1,24.0,Low
STU05340,8.0,10,10.7,92,8.8,5.6,50.0,Medium
STU05341,7.4,0,5.4,42,2.2,6.9,33.6,Low
STU05342,5.0,11,3.5,63,5.4,3.7,42.6,Medium
STU05343,9.4,0,1.9,50,1.3,7.3,20.4,Low
STU05344,7.7,5,1.3,85,0.8,1.3,22.1,Low
STU05345,8.3,1,11.1,40,5.1,2.9,39.9,Medium
STU05346,3.8,7,2.7,98,5.0,6.8,44.5,Medium
STU05347,5.1,6,5.0,81,5.6,2.3,35.7,Medium
STU05348,4.5,2,10.9,83,2.7,1.4,33.0,Low
STU05349,9.3,6,10.9,41,5.2,6.6,42.5,Medium
STU05350,6.3,7,2.0,83,2.3,0.9,30.9,Low
STU05351,7.0,14,9.4,41,1.8,4.0,53.5,Medium
STU05352,7.9,8,6.7,71,8.8,1.5,42.6,Medium
STU05353,7.4,4,3.2,58,1.4,7.4,28.6,Low
STU05354,6.1,13,11.1,89,2.9,2.8,51.8,Medium
STU05355,9.0,8,11.7,52,3.5,5.9,43.1,Medium
STU05356,8.7,3,3.1,61,4.9,7.3,32.8,Low
STU05357,5.8,0,7.0,88,1.8,4.4,28.5,Low
STU05358,5.4,10,3.2,56,0.6,1.8,33.5,Low
STU05359,5.2,15,5.2,54,3.3,7.5,60.1,Medium
STU05360,6.3,12,7.3,66,0.9,0.6,35.8,Medium
STU05361,7.1,9,11.4,79,2.8,1.8,43.9,Medium
STU05362,5.7,13,8.5,46,7.2,1.6,59.8,Medium
STU05363,8.1,0,7.6,48,0.8,7.5,24.7,Low
STU05364,7.8,3,10.1,43,3.4,5.6,36.8,Medium
STU05365,4.0,13,5.1,45,4.9,6.4,55.3,Medium
STU05366,5.3,13,7.2,83,6.7,6.1,56.4,Medium
STU05367,5.8,11,1.5,70,0.6,0.8,27.5,Low
STU05368,7.9,3,6.8,64,6.2,1.6,32.3,Low
STU05369,9.2,10,8.2,65,6.4,3.3,43.4,Medium
STU05370,5.7,5,5.5,97,2.7,5.9,33.8,Low
STU05371,6.2,5,3.9,67,2.1,2.6,28.3,Low
STU05372,8.8,6,9.3,79,4.1,4.3,33.4,Low
STU05373,6.4,10,1.8,90,2.9,3.2,29.3,Low
STU05374,7.1,5,1.1,81,9.9,3.8,33.0,Low
STU05375,8.5,2,6.9,58,9.1,6.1,37.6,Medium
STU05376,4.8,3,10.6,68,1.2,6.6,38.0,Medium
STU05377,9.3,2,4.6,82,1.7,3.3,16.6,Low
STU05378,7.2,11,2.3,84,3.4,5.7,42.5,Medium
STU05379,3.5,15,6.5,97,5.3,4.0,57.8,Medium
STU05380,9.3,8,5.5,93,2.3,6.5,30.3,Low
STU05381,7.2,0,3.3,55,9.4,5.9,37.1,Medium
STU05382,7.7,4,3.1,94,5.0,6.0,28.2,Low
STU05383,3.7,6,3.8,74,9.4,7.3,46.2,Medium
STU05384,8.5,13,5.6,50,7.9,4.3,50.7,Medium
STU05385,7.9,15,7.8,96,0.5,3.4,46.0,Medium
STU05386,6.2,2,1.7,56,0.7,5.3,29.4,Low
STU05387,6.2,0,3.0,88,9.0,3.0,27.3,Low
STU05388,5.5,6,7.8,89,1.0,3.9,38.7,Medium
STU05389,8.2,10,8.0,70,5.8,7.3,50.5,Medium
STU05390,3.8,11,2.4,45,4.1,1.8,47.1,Medium
STU05391,5.7,9,2.0,58,9.4,2.8,48.1,Medium
STU05392,3.8,4,9.2,47,7.4,1.9,52.1,Medium
STU05393,9.1,9,5.8,60,4.8,5.8,39.5,Medium
STU05394,3.6,11,5.7,83,6.6,0.6,42.3,Medium
STU05395,6.9,15,7.6,94,2.4,7.3,46.1,Medium
STU05396,5.2,10,4.2,79,1.1,3.1,36.9,Medium
STU05397,9.4,2,12.0,80,3.2,3.5,26.1,Low
STU05398,7.7,13,11.5,71,4.1,5.1,50.5,Medium
STU05399,6.5,14,7.3,57,3.2,2.4,46.7,Medium
STU05400,7.4,13,11.1,83,2.8,1.8,47.9,Medium
STU05401,5.3,4,2.3,48,2.5,1.5,30.3,Low
STU05402,8.9,0,11.3,100,5.9,4.1,27.4,Low
STU05403,8.8,6,8.5,57,5.5,4.3,38.5,Medium
STU05404,5.8,6,9.6,41,2.2,4.4,40.8,Medium
STU05405,3.6,8,5.2,97,5.7,7.4,51.2,Medium
STU05406,4.1,14,6.7,50,2.8,4.9,55.5,Medium
STU05407,8.1,1,4.8,86,6.3,3.5,24.4,Low
STU05408,8.5,11,11.1,53,7.2,2.2,48.0,Medium
STU05409,7.7,10,11.1,61,3.8,7.0,53.1,Medium
STU05410,6.3,14,2.4,80,2.2,1.2,34.9,Low
STU05411,7.6,1,7.1,50,4.3,1.4,28.0,Low
STU05412,3.9,9,5.9,50,6.6,1.3,45.6,Medium
STU05413,9.2,3,9.7,98,4.7,0.5,25.4,Low
STU05414,8.7,3,4.3,86,2.6,5.6,19.6,Low
STU05415,5.7,7,2.7,55,2.2,5.6,35.3,Medium
STU05416,9.2,14,1.2,62,3.1,1.2,30.1,Low
STU05417,7.6,15,6.9,54,9.7,5.0,59.9,Medium
STU05418,9.4,12,8.6,67,0.8,2.6,38.1,Medium
STU05419,8.2,15,5.4,72,9.1,6.3,60.6,Medium
STU05420,3.6,8,4.4,53,3.6,5.5,45.5,Medium
STU05421,8.9,11,11.5,86,3.0,3.6,47.7,Medium
STU05422,9.1,9,4.1,47,8.5,5.5,48.9,Medium
STU05423,6.7,15,5.6,44,9.2,6.8,68.5,High
STU05424,4.2,12,11.0,52,1.5,7.0,61.4,Medium
STU05425,6.5,15,5.1,61,9.9,4.4,63.4,Medium
STU05426,6.6,3,11.8,82,6.5,7.5,47.5,Medium
STU05427,9.1,0,6.7,83,2.4,1.9,20.7,Low
STU05428,4.3,9,2.3,68,9.6,2.6,45.1,Medium
STU05429,8.1,13,4.3,85,0.6,0.9,27.2,Low
STU05430,3.8,5,5.9,87,10.0,5.5,53.0,Medium
STU05431,6.7,5,6.4,57,2.0,7.7,34.8,Low
STU05432,5.9,6,4.4,40,2.4,7.6,39.0,Medium
STU05433,4.5,11,3.4,49,3.2,6.6,48.8,Medium
STU05434,6.8,13,4.8,48,1.8,7.9,47.2,Medium
STU05435,7.0,12,6.5,69,2.1,7.5,43.1,Medium
STU05436,7.6,4,2.7,55,4.6,5.9,36.3,Medium
STU05437,8.6,9,6.6,61,5.5,7.4,45.7,Medium
STU05438,4.1,7,10.7,88,0.9,2.3,36.5,Medium
STU05439,4.2,6,9.5,79,6.6,1.7,42.1,Medium
STU05440,5.7,3,2.0,85,4.7,3.0,31.8,Low
STU05441,7.4,14,7.5,63,6.5,3.6,50.2,Medium
STU05442,8.6,11,3.0,40,1.0,6.0,43.3,Medium
STU05443,4.9,14,6.3,63,1.0,7.1,48.7,Medium
STU05444,4.3,7,9.8,61,4.5,3.5,52.5,Medium
STU05445,7.2,8,8.9,96,7.9,2.8,42.1,Medium
STU05446,4.5,7,4.1,49,7.6,7.0,48.0,Medium
STU05447,9.4,11,1.2,43,1.4,2.5,29.3,Low
STU05448,9.4,10,10.9,58,5.3,2.4,43.3,Medium
STU05449,8.6,1,10.2,95,7.1,0.6,28.0,Low
STU05450,6.6,6,11.4,72,0.7,7.1,42.3,Medium
STU05451,8.5,8,7.6,97,4.9,3.6,39.5,Medium
STU05452,6.6,10,2.1,42,6.3,3.9,44.9,Medium
STU05453,5.6,11,8.3,75,7.5,2.3,47.8,Medium
STU05454,7.6,14,9.6,56,6.7,2.6,57.2,Medium
STU05455,8.6,9,3.6,44,5.3,1.7,39.5,Medium
STU05456,8.6,5,7.4,88,0.6,1.0,23.6,Low
STU05457,4.8,15,7.5,56,3.6,7.8,59.5,Medium
STU05458,7.3,1,7.3,81,7.4,1.4,27.5,Low
STU05459,9.3,2,10.1,84,3.3,2.2,25.2,Low
STU05460,3.8,12,4.4,56,8.2,5.7,54.3,Medium
STU05461,5.1,1,4.7,46,2.3,3.6,29.4,Low
STU05462,8.4,10,8.2,76,0.6,4.5,36.6,Medium
STU05463,7.4,8,2.4,51,6.2,1.8,39.2,Medium
STU05464,5.9,15,6.0,91,5.3,4.3,48.8,Medium
STU05465,8.6,11,6.9,53,6.6,5.7,50.9,Medium
STU05466,8.1,15,9.5,97,3.2,4.5,50.8,Medium
STU05467,4.8,2,9.9,98,0.6,6.1,29.7,Low
STU05468,7.7,7,9.0,92,7.2,1.7,34.4,Low
STU05469,8.3,9,2.5,68,2.3,0.5,24.5,Low
STU05470,7.8,0,10.6,47,1.6,2.3,28.9,Low
STU05471,6.4,1,10.5,46,5.0,5.9,45.6,Medium
STU05472,5.1,8,5.7,73,1.9,1.7,31.1,Low
STU05473,4.6,9,9.6,46,4.5,1.5,52.3,Medium
STU05474,5.3,9,4.0,65,6.2,7.9,50.1,Medium
STU05475,8.7,3,10.8,51,2.0,7.2,40.1,Medium
STU05476,8.9,6,8.9,94,9.1,2.4,35.2,Medium
STU05477,4.0,14,5.8,70,5.6,6.8,63.5,Medium
STU05478,4.1,0,3.3,49,4.2,1.0,28.6,Low
STU05479,5.7,10,5.6,41,8.9,3.2,55.3,Medium
STU05480,9.5,6,2.4,69,6.7,1.8,28.2,Low
STU05481,4.7,13,10.4,85,7.8,2.3,60.6,Medium
STU05482,7.5,14,8.4,81,2.4,1.8,48.4,Medium
STU05483,6.8,14,6.3,64,4.5,1.5,44.9,Medium
STU05484,9.1,4,6.7,93,1.1,7.5,27.7,Low
STU05485,8.2,13,11.2,41,1.0,7.9,56.2,Medium
STU05486,8.2,2,1.4,79,7.2,7.8,33.9,Low
STU05487,9.3,3,8.3,52,1.4,2.7,22.6,Low
STU05488,4.7,14,7.3,56,3.4,1.8,50.3,Medium
STU05489,5.4,12,10.2,80,8.5,1.7,59.3,Medium
STU05490,4.5,12,3.1,79,7.8,2.3,46.4,Medium
STU05491,6.1,11,1.7,49,1.6,5.3,40.1,Medium
STU05492,7.2,14,5.0,61,2.0,5.1,46.8,Medium
STU05493,7.4,4,10.6,72,4.6,6.2,42.2,Medium
STU05494,8.7,0,10.8,72,2.7,3.2,29.7,Low
STU05495,7.9,14,8.5,56,8.4,1.7,54.4,Medium
STU05496,3.8,3,10.8,99,6.7,1.6,45.2,Medium
STU05497,4.4,15,7.7,92,2.4,6.7,52.4,Medium
STU05498,9.1,11,6.2,71,6.3,6.6,50.7,Medium
STU05499,7.8,12,5.3,86,9.2,2.6,49.8,Medium
STU05500,6.7,4,10.5,45,3.3,4.1,43.1,Medium
STU05501,8.4,1,8.5,43,2.0,6.0,29.3,Low
STU05502,4.3,2,10.0,92,6.9,8.0,44.9,Medium
STU05503,5.3,12,9.8,71,7.2,7.5,58.3,Medium
STU05504,6.6,15,3.3,51,7.1,4.0,54.8,Medium
STU05505,4.2,7,7.4,94,8.3,0.6,46.1,Medium
STU05506,4.7,12,2.0,83,2.2,1.1,34.0,Low
STU05507,5.5,2,8.6,62,2.8,5.6,37.7,Medium
STU05508,5.1,13,11.4,62,0.9,0.7,45.7,Medium
STU05509,9.0,5,5.4,79,7.6,7.3,39.2,Medium
STU05510,8.7,7,4.6,45,6.4,7.5,44.3,Medium
STU05511,8.3,9,2.5,74,4.2,6.3,34.3,Low
STU05512,8.8,5,9.2,88,7.0,2.7,33.6,Low
STU05513,7.4,2,11.0,47,7.9,1.9,37.6,Medium
STU05514,5.5,12,5.0,83,6.4,4.1,45.9,Medium
STU05515,7.1,9,5.0,53,1.8,4.9,42.3,Medium
STU05516,9.0,9,7.8,81,0.7,1.3,32.3,Low
STU05517,5.5,14,9.7,90,7.0,1.0,51.1,Medium
STU05518,5.2,15,6.8,80,3.5,5.6,57.6,Medium
STU05519,3.9,0,10.1,79,5.6,1.6,36.6,Medium
STU05520,7.6,6,6.7,57,5.0,1.5,31.2,Low
STU05521,7.7,14,4.7,74,7.5,2.8,52.9,Medium
STU05522,6.5,8,3.4,56,5.3,2.2,33.7,Low
STU05523,7.3,2,2.7,93,6.6,5.3,29.0,Low
STU05524,4.9,8,11.5,81,6.5,1.7,50.0,Medium
STU05525,6.8,13,10.1,100,8.1,0.8,49.8,Medium
STU05526,4.5,11,2.8,54,5.6,7.7,48.6,Medium
STU05527,4.1,9,9.8,69,6.6,5.0,59.2,Medium
STU05528,9.4,2,7.8,63,9.3,1.1,28.7,Low
STU05529,7.4,9,2.6,41,4.1,1.4,34.5,Low
STU05530,8.4,8,8.6,79,8.3,6.3,48.3,Medium
STU05531,6.9,3,6.0,77,9.5,7.3,39.4,Medium
STU05532,9.1,15,4.4,44,7.8,1.7,49.9,Medium
STU05533,8.9,11,8.1,69,2.8,2.0,35.9,Medium
STU05534,9.0,12,5.7,41,2.5,7.2,46.5,Medium
STU05535,7.2,9,9.3,92,3.5,5.3,41.7,Medium
STU05536,7.4,9,7.7,66,7.0,1.4,46.2,Medium
STU05537,5.7,4,6.2,96,7.8,1.1,38.4,Medium
STU05538,8.6,2,7.0,80,3.5,4.3,24.2,Low
STU05539,6.0,5,7.7,88,2.4,3.3,34.7,Low
STU05540,5.1,0,3.9,86,7.2,3.0,34.0,Low
STU05541,6.6,6,4.4,90,2.1,7.8,38.8,Medium
STU05542,4.9,6,7.5,92,1.6,5.2,40.6,Medium
STU05543,7.3,10,3.3,67,3.1,7.3,41.1,Medium
STU05544,6.2,15,4.6,85,5.5,3.9,44.5,Medium
STU05545,8.7,5,3.6,57,7.6,7.8,43.1,Medium
STU05546,7.5,14,4.3,66,3.1,1.0,39.8,Medium
STU05547,8.2,12,10.4,72,8.6,1.3,51.9,Medium
STU05548,6.5,3,9.8,90,9.9,1.5,38.0,Medium
STU05549,4.5,11,2.3,77,7.9,7.9,50.2,Medium
STU05550,4.3,5,11.3,46,7.6,7.3,55.6,Medium
STU05551,8.1,7,3.9,98,3.3,0.8,27.5,Low
STU05552,5.9,15,11.5,98,7.3,3.0,56.7,Medium
STU05553,4.0,2,7.1,85,2.7,2.2,30.8,Low
STU05554,7.4,14,8.1,72,0.6,4.1,40.8,Medium
STU05555,5.1,6,11.5,62,7.8,6.1,59.1,Medium
STU05556,6.2,7,2.2,75,3.4,2.9,30.2,Low
STU05557,9.2,15,2.1,96,4.6,5.0,43.0,Medium
STU05558,4.7,15,12.0,78,1.5,1.8,57.4,Medium
STU05559,5.2,15,10.1,92,4.2,7.5,60.4,Medium
STU05560,6.1,1,10.0,52,6.0,3.2,34.2,Low
STU05561,3.7,13,5.6,59,8.6,2.4,60.2,Medium
STU05562,5.4,13,9.8,59,10.0,4.1,62.8,Medium
STU05563,7.4,8,11.2,80,4.9,2.7,40.6,Medium
STU05564,5.0,0,2.3,95,3.0,5.9,19.9,Low
STU05565,8.5,8,4.6,92,9.6,1.8,39.1,Medium
STU05566,8.9,8,5.9,85,8.4,7.0,46.8,Medium
STU05567,3.8,9,1.1,71,8.2,1.4,43.3,Medium
STU05568,5.4,11,1.2,46,3.0,6.3,44.1,Medium
STU05569,5.0,7,1.1,47,0.7,5.5,35.5,Medium
STU05570,8.1,10,3.5,59,5.1,2.1,35.4,Medium
STU05571,6.5,7,8.2,95,8.4,6.9,46.6,Medium
STU05572,4.4,15,4.2,68,4.0,7.4,54.6,Medium
STU05573,7.1,5,11.0,79,1.5,7.9,36.6,Medium
STU05574,8.3,13,1.7,60,1.1,1.5,35.3,Medium
STU05575,4.0,7,3.7,99,4.2,4.7,40.5,Medium
STU05576,8.4,9,7.0,77,5.4,1.5,42.0,Medium
STU05577,6.0,0,2.5,68,1.2,2.6,18.3,Low
STU05578,8.0,6,1.8,66,8.2,4.6,33.1,Low
STU05579,5.8,11,9.1,47,8.7,2.2,59.8,Medium
STU05580,6.5,4,8.9,78,4.1,5.3,40.2,Medium
STU05581,6.0,2,8.8,42,3.8,1.4,31.3,Low
STU05582,7.0,0,1.8,52,2.5,1.7,19.7,Low
STU05583,9.4,7,11.9,44,7.0,7.2,53.0,Medium
STU05584,4.4,12,9.0,44,6.5,6.1,60.7,Medium
STU05585,8.8,2,12.0,99,1.7,4.4,32.0,Low
STU05586,9.3,6,10.0,55,8.7,4.8,43.2,Medium
STU05587,5.6,11,7.6,70,4.5,4.1,49.9,Medium
STU05588,8.3,10,2.1,80,7.4,5.4,41.0,Medium
STU05589,5.7,4,7.6,67,0.7,4.2,33.4,Low
STU05590,8.7,15,5.5,53,2.9,1.4,42.0,Medium
STU05591,9.5,8,7.1,85,4.3,0.8,30.8,Low
STU05592,7.3,1,7.2,61,3.9,6.4,34.5,Low
STU05593,9.0,7,11.5,87,4.3,6.1,40.6,Medium
STU05594,5.3,9,7.3,56,0.5,2.9,41.7,Medium
STU05595,3.7,10,8.7,75,5.6,6.4,53.8,Medium
STU05596,8.7,12,10.1,81,5.4,7.4,49.6,Medium
STU05597,3.5,4,10.3,74,7.1,3.6,43.4,Medium
STU05598,3.8,9,6.6,58,6.3,2.9,55.1,Medium
STU05599,4.6,4,3.7,48,4.8,1.3,33.8,Low
STU05600,4.8,9,2.4,98,8.0,2.0,37.4,Medium
STU05601,4.4,5,9.8,50,6.3,2.6,47.9,Medium
STU05602,6.3,12,6.4,50,7.5,4.9,58.0,Medium
STU05603,4.7,0,1.8,52,6.1,0.9,23.0,Low
STU05604,7.6,13,5.3,92,8.5,4.5,47.3,Medium
STU05605,6.9,8,2.1,49,8.3,4.6,42.0,Medium
STU05606,5.2,1,3.3,78,5.2,5.1,28.3,Low
STU05607,7.0,6,7.2,44,7.2,3.3,39.8,Medium
STU05608,7.3,7,7.3,93,6.0,3.4,36.0,Medium
STU05609,5.3,4,3.7,100,4.4,1.3,25.2,Low
STU05610,3.8,6,6.9,47,1.8,4.6,45.7,Medium
STU05611,3.8,15,8.4,72,1.1,3.6,56.3,Medium
STU05612,4.7,1,2.5,72,6.6,5.4,30.6,Low
STU05613,8.3,8,7.6,44,3.9,0.6,38.5,Medium
STU05614,4.4,2,11.1,41,3.2,3.6,47.3,Medium
STU05615,7.0,6,3.0,57,3.8,2.4,30.2,Low
STU05616,6.2,3,8.5,97,7.7,4.6,36.7,Medium
STU05617,6.5,10,5.3,50,3.8,7.9,51.7,Medium
STU05618,5.1,12,8.2,43,2.1,4.3,54.0,Medium
STU05619,8.1,15,1.7,81,6.7,6.4,48.7,Medium
STU05620,7.4,15,8.0,64,5.3,1.3,53.0,Medium
STU05621,6.2,8,5.0,62,8.2,0.6,39.1,Medium
STU05622,7.0,1,2.0,79,8.9,6.5,27.8,Low
STU05623,3.6,13,1.3,46,8.2,7.0,64.2,Medium
STU05624,4.8,6,9.4,64,7.1,7.4,50.3,Medium
STU05625,5.9,5,1.2,72,2.3,7.3,32.7,Low
STU05626,5.1,3,11.1,54,3.1,1.0,36.5,Medium
STU05627,4.8,0,10.9,91,6.0,2.4,38.2,Medium
STU05628,4.8,15,6.5,60,9.6,5.7,61.3,Medium
STU05629,7.4,7,7.4,69,3.2,3.8,34.4,Low
STU05630,8.8,14,2.3,40,1.0,6.5,47.7,Medium
STU05631,9.3,15,1.1,59,0.7,2.9,37.8,Medium
STU05632,4.1,0,9.0,79,1.3,2.7,31.7,Low
STU05633,3.6,2,6.0,70,7.4,3.4,44.3,Medium
STU05634,8.6,14,11.5,80,4.2,6.4,58.7,Medium
